mindex,n,predictors,rsquare,adjr,predrsq,cp,aic,sbic,sbc,msep,fpe,apc,hsp
109,5,mpgmpge carclass_id mpg2 mpg_rec I(factor(same_mpg)),0.6582757406692675,0.6317854880079705,0.5978548421041275,55.979447068438446,3069.0639386276384,2658.7783186623906,3104.36364769895,23926299428.40115,185093906.21529242,0.37232643180811154,1334491.0325543792
110,5,mpg carclass_id mpg2 mpg_rec I(factor(same_mpg)),0.6529686221441557,0.6260669649460283,0.5810638075343675,58.83672367411177,3071.221485538357,2660.784820951853,3106.5211946096683,24297884715.27113,187968490.83063218,0.3781088146787557,1355216.2280507004
111,5,mpg mpgmpge carclass_id mpg2 mpg_rec,0.6528383980504949,0.625926645961386,0.5814795646221034,58.9068344610767,3071.274010913452,2660.8336913992357,3106.5737199847636,24307002536.358284,188039026.31507865,0.3782507006315503,1355724.7751627876
112,5,accelrate mpgmpge carclass_id mpg2 I(factor(same_mpg)),0.6526305360941821,0.6257026706751265,0.2937707380077077,59.01874436136853,3071.357810404024,2660.911661967362,3106.6575194753354,24321556280.409866,188151614.1118094,0.37847717709141354,1356536.5112603416
113,5,mpg mpgmpge carclass_id mpg2 I(factor(same_mpg)),0.6384498461883567,0.6104227024820277,0.5568095369790951,66.653424711638,3076.9594650706144,2666.129732906222,3112.259174141926,25314437012.53168,195832541.6896102,0.3939277795261189,1411914.5038904846
114,5,accelrate mpgmpge mpg2 mpg_rec I(factor(same_mpg)),0.6377284537954125,0.6242108587877786,0.5784184152340008,67.04181204425879,3067.238525420558,2666.389994276562,3087.830022378823,25364946304.534424,188901517.44417343,0.3947137742229087,1361943.168306946
115,5,mpg accelrate mpgmpge mpg_rec I(factor(same_mpg)),0.6370822598182017,0.6235405530950002,0.5792030225433167,67.389713626836,3067.4880249166245,2666.6227109390675,3088.0795218748895,25410190474.842533,189238466.4100452,0.3954178363174818,1364372.5047587974
116,5,mpg accelrate mpgmpge mpg2 mpg_rec,0.6327899963077861,0.6190881304983751,0.5848578567648217,69.70060682729218,3069.1341034808956,2668.1586491311755,3089.7256004391606,25710719275.978687,191476608.20970473,0.4000944816348002,1380509.0714470418
117,5,mpg accelrate mpg2 mpg_rec I(factor(same_mpg)),0.6307706592034522,0.6169934449946258,0.5810982663997522,70.78778900343536,3069.901873169621,2668.8753930924345,3090.493370127886,25852105972.667408,192529563.7819443,0.4022946548977312,1388100.6761495622
118,5,mpg accelrate mpgmpge mpg2 I(factor(same_mpg)),0.6301251774510945,0.6163238781022548,0.554378467282451,71.13530713435219,3070.1464055989763,2669.103720101368,3090.7379025572413,25897300275.561584,192866141.36795777,0.4029979409861209,1390527.3350249298
119,5,mpg mpgmpge mpg2 mpg_rec I(factor(same_mpg)),0.40914603338699645,0.38709924358800385,0.31442570632403444,190.107313447845,3135.7230020693823,2731.074480233163,3156.3144990276473,41369462476.35008,308092678.131761,0.643766262130586,2221288.234547664
120,6,mpg accelrate mpgmpge carclass_id mpg_rec I(factor(same_mpg)),0.7633757338701219,0.7430408359995855,0.693030571337293,1.3951159651685714,3019.6096484011464,2613.6724847742867,3057.850999895067,16693089136.320536,130052830.77701159,0.2615320836172337,938332.112388251
121,6,accelrate mpgmpge carclass_id mpg2 mpg_rec I(factor(same_mpg)),0.7619692791047478,0.741513514027812,0.6990720428481128,2.15233106768153,3020.4393215271452,2614.4137367278404,3058.680673021066,16792310045.26867,130825842.88852644,0.26308658625264725,943909.4003501185
122,6,mpg accelrate mpgmpge carclass_id mpg2 mpg_rec,0.7601430478342392,0.7395303410074943,0.7080216344177529,3.1355478285439347,3021.5093370846653,2615.370241544326,3059.750688578586,16921144851.101322,131829571.50126638,0.2651050523937356,951151.3095329463
123,6,mpg accelrate carclass_id mpg2 mpg_rec I(factor(same_mpg)),0.7586931157287072,0.7379558053616431,0.7048838412697784,3.9161705083179754,3022.353087565577,2616.1249007567585,3060.5944390594977,17023432948.070942,132626479.51853374,0.26670760893142886,956901.0066272275
124,6,mpg accelrate mpgmpge carclass_id mpg2 I(factor(same_mpg)),0.7428858272457003,0.7207900780246277,0.6322110773928298,12.426588236490545,3031.236190613439,2624.0922725049613,3069.4775421073596,18138586858.386856,141314441.44123667,0.2841788225179102,1019584.7145832371
125,6,mpg mpgmpge carclass_id mpg2 mpg_rec I(factor(same_mpg)),0.6587095177779139,0.6293798669619534,0.5868272676152482,57.74590768567407,3070.88611288046,2660.136865288902,3109.127464374381,24076957677.637478,187579211.78663564,0.3772157961402005,1353385.3664259426
126,6,mpg accelrate mpgmpge mpg2 mpg_rec I(factor(same_mpg)),0.6378370619300806,0.621498884272791,0.5607963542496248,68.98333898003295,3069.1965474658973,2667.7868624398557,3092.7296868467715,25549443030.304367,191567954.9475083,0.40028535260359516,1382164.1771104494
127,7,mpg accelrate mpgmpge carclass_id mpg2 mpg_rec I(factor(same_mpg)),0.7641096240556747,0.7418207696357384,0.6911280855774786,3,3021.174763640143,2615.488813576513,3062.3577575566733,16768348461.550995,131559247.72862312,0.26448314878606166,949984.2522182399
